order_id,customer_id,product_id,size,color,season,purchase_amount_usd,review_rating,shipping_type,discount_applied,promo_code_used,payment_method
741,741,3,M,Orange,Summer,69,2.8,Next Day Air,Yes,Yes,Credit Card
742,742,35,XL,Yellow,Summer,79,4.7,Free Shipping,Yes,Yes,Bank Transfer
743,743,20,M,Charcoal,Summer,39,3.1,Express,Yes,Yes,Debit Card
744,744,17,L,Gray,Fall,84,4.9,Free Shipping,Yes,Yes,Cash
745,745,65,S,Charcoal,Spring,66,4.1,Next Day Air,Yes,Yes,Debit Card
746,746,35,L,Orange,Fall,92,4.7,Standard,Yes,Yes,Venmo
747,747,4,M,Red,Winter,45,2.5,Free Shipping,Yes,Yes,Credit Card
748,748,8,L,Gold,Spring,74,4.4,Next Day Air,Yes,Yes,Bank Transfer
749,749,45,L,Brown,Fall,39,3.9,Free Shipping,Yes,Yes,Bank Transfer
750,750,42,M,Olive,Winter,71,3.7,Standard,Yes,Yes,Debit Card
751,751,35,L,Violet,Fall,95,3.4,Free Shipping,Yes,Yes,Venmo
752,752,75,L,Indigo,Fall,72,4.8,Free Shipping,Yes,Yes,Credit Card
753,753,42,L,Yellow,Fall,85,4.2,2-Day Shipping,Yes,Yes,PayPal
754,754,65,M,Teal,Fall,54,3.4,Store Pickup,Yes,Yes,Venmo
755,755,75,L,Pink,Spring,41,2.9,Store Pickup,Yes,Yes,Debit Card
756,756,9,M,Violet,Spring,24,3.3,Free Shipping,Yes,Yes,PayPal
757,757,60,S,Orange,Summer,99,4.8,Standard,Yes,Yes,Cash
758,758,26,M,Red,Fall,32,3.8,Store Pickup,Yes,Yes,Debit Card
759,759,11,L,Peach,Summer,71,4.6,2-Day Shipping,Yes,Yes,Bank Transfer
760,760,14,XL,Green,Winter,49,2.6,Next Day Air,Yes,Yes,Credit Card
761,761,75,XL,Violet,Fall,50,3.4,Free Shipping,Yes,Yes,Cash
762,762,27,L,Yellow,Fall,91,4.2,Express,Yes,Yes,Bank Transfer
763,763,60,M,Pink,Fall,46,3.9,Standard,Yes,Yes,Debit Card
764,764,2,M,Brown,Spring,50,2.9,2-Day Shipping,Yes,Yes,Credit Card
765,765,16,XL,Silver,Fall,39,4.2,Free Shipping,Yes,Yes,Debit Card
766,766,6,M,Pink,Summer,99,3,Store Pickup,Yes,Yes,Cash
767,767,75,M,Cyan,Winter,48,3.6,Next Day Air,Yes,Yes,PayPal
768,768,9,M,Brown,Fall,77,2.5,Next Day Air,Yes,Yes,Cash
769,769,57,XL,Red,Spring,95,2.6,Express,Yes,Yes,Venmo
770,770,46,M,Silver,Spring,100,4.3,Store Pickup,Yes,Yes,PayPal
771,771,6,M,Gray,Spring,54,3.3,Express,Yes,Yes,Credit Card
772,772,2,L,Cyan,Fall,68,2.6,Next Day Air,Yes,Yes,Bank Transfer
773,773,3,L,Teal,Fall,22,3.6,Free Shipping,Yes,Yes,Debit Card
774,774,45,L,Indigo,Winter,84,2.6,Express,Yes,Yes,Debit Card
775,775,45,M,Yellow,Summer,46,3.5,Standard,Yes,Yes,Credit Card
776,776,10,S,Gold,Winter,53,3,Store Pickup,Yes,Yes,PayPal
777,777,7,M,Maroon,Spring,60,5,Standard,Yes,Yes,Venmo
778,778,46,XL,Silver,Spring,32,2.5,Express,Yes,Yes,Venmo
779,779,46,M,Yellow,Summer,50,2.9,Store Pickup,Yes,Yes,Debit Card
780,780,14,M,Blue,Spring,94,4.6,Express,Yes,Yes,Cash
781,781,11,M,Turquoise,Spring,26,3.6,Free Shipping,Yes,Yes,Cash
782,782,42,L,Indigo,Winter,44,3,Store Pickup,Yes,Yes,Credit Card
783,783,26,M,Green,Summer,57,4.5,Standard,Yes,Yes,Cash
784,784,35,L,Purple,Winter,65,4.5,Next Day Air,Yes,Yes,PayPal
785,785,3,M,Peach,Winter,72,3.2,Store Pickup,Yes,Yes,Bank Transfer
786,786,8,S,Purple,Spring,62,4,Next Day Air,Yes,Yes,PayPal
787,787,45,S,Teal,Winter,21,4.8,Express,Yes,Yes,Bank Transfer
788,788,10,S,Green,Spring,85,3.7,Free Shipping,Yes,Yes,Venmo
789,789,20,XL,Yellow,Summer,51,3.8,Store Pickup,Yes,Yes,Bank Transfer
790,790,10,S,Purple,Fall,84,2.7,Standard,Yes,Yes,Credit Card
791,791,2,M,Indigo,Summer,37,4.9,Store Pickup,Yes,Yes,Bank Transfer
792,792,42,S,Magenta,Summer,44,3.1,2-Day Shipping,Yes,Yes,PayPal
793,793,6,M,Violet,Spring,45,4.2,Next Day Air,Yes,Yes,Venmo
794,794,20,L,Maroon,Summer,35,3.8,Free Shipping,Yes,Yes,Credit Card
795,795,57,XL,Yellow,Winter,50,4.2,Store Pickup,Yes,Yes,Debit Card
796,796,4,M,Beige,Summer,26,4.6,Store Pickup,Yes,Yes,Venmo
797,797,46,XL,Black,Fall,78,4,2-Day Shipping,Yes,Yes,Credit Card
798,798,9,M,Violet,Fall,82,4,2-Day Shipping,Yes,Yes,Debit Card
799,799,46,M,Violet,Spring,39,3.8,2-Day Shipping,Yes,Yes,PayPal
800,800,60,L,Brown,Summer,55,3.3,Free Shipping,Yes,Yes,PayPal
801,801,46,S,Gold,Summer,20,2.6,Free Shipping,Yes,Yes,Cash
802,802,60,L,Blue,Fall,29,4.9,Express,Yes,Yes,Credit Card
803,803,20,M,Teal,Winter,41,3.5,Next Day Air,Yes,Yes,Bank Transfer
804,804,8,L,Silver,Winter,38,2.8,Express,Yes,Yes,Venmo
805,805,65,M,Maroon,Summer,47,2.6,Store Pickup,Yes,Yes,Venmo
806,806,14,L,White,Summer,30,3.7,Next Day Air,Yes,Yes,Debit Card
807,807,3,L,Charcoal,Summer,56,2.7,Standard,Yes,Yes,PayPal
808,808,35,S,Brown,Winter,89,3.3,Express,Yes,Yes,Credit Card
809,809,11,L,Lavender,Fall,96,4.6,Next Day Air,Yes,Yes,Cash
810,810,65,M,Violet,Fall,81,4.9,Next Day Air,Yes,Yes,PayPal
811,811,42,S,Lavender,Fall,83,4.9,Store Pickup,Yes,Yes,Debit Card
812,812,6,M,Green,Winter,35,2.7,Free Shipping,Yes,Yes,Venmo
813,813,65,M,Olive,Summer,56,3.2,Standard,Yes,Yes,Credit Card
814,814,10,S,Olive,Summer,45,2.9,Store Pickup,Yes,Yes,Debit Card
815,815,7,M,Pink,Winter,62,3.8,Express,Yes,Yes,PayPal
816,816,45,L,Teal,Spring,84,3,Next Day Air,Yes,Yes,Venmo
817,817,2,L,Cyan,Summer,24,3.9,Store Pickup,Yes,Yes,Debit Card
818,818,10,S,Gray,Spring,21,4.7,Store Pickup,Yes,Yes,PayPal
819,819,7,M,Peach,Winter,91,4.9,Store Pickup,Yes,Yes,Debit Card
820,820,17,S,Teal,Winter,36,4.8,Next Day Air,Yes,Yes,Debit Card
821,821,6,M,Turquoise,Spring,39,2.5,2-Day Shipping,Yes,Yes,Debit Card
822,822,26,M,Green,Spring,39,3.9,Standard,Yes,Yes,Credit Card
823,823,7,L,Magenta,Winter,59,3.4,Standard,Yes,Yes,Bank Transfer
824,824,17,M,Green,Winter,27,2.5,Free Shipping,Yes,Yes,Credit Card
825,825,1,M,White,Spring,94,3,Store Pickup,Yes,Yes,Cash
826,826,60,XL,Brown,Fall,94,3.6,Next Day Air,Yes,Yes,Cash
827,827,14,M,Purple,Winter,94,3.6,Standard,Yes,Yes,PayPal
828,828,11,S,Green,Fall,51,4.1,Free Shipping,Yes,Yes,Bank Transfer
829,829,46,M,Peach,Fall,62,3.7,2-Day Shipping,Yes,Yes,PayPal
830,830,46,S,Silver,Spring,57,3.1,2-Day Shipping,Yes,Yes,Credit Card
831,831,8,M,Maroon,Fall,76,4.2,Express,Yes,Yes,Credit Card
832,832,75,M,Red,Summer,63,4.3,Express,Yes,Yes,Cash
833,833,25,L,Blue,Fall,80,2.5,Express,Yes,Yes,Cash
834,834,10,M,Purple,Fall,68,3.5,Standard,Yes,Yes,Credit Card
835,835,57,M,Indigo,Summer,89,3.1,Free Shipping,Yes,Yes,Credit Card
836,836,65,L,Indigo,Summer,26,2.5,Next Day Air,Yes,Yes,Debit Card
837,837,75,L,Violet,Winter,90,3.9,Store Pickup,Yes,Yes,Cash
838,838,26,L,Brown,Spring,28,4.9,Express,Yes,Yes,Cash
839,839,9,M,Gray,Spring,29,4.3,Express,Yes,Yes,Credit Card
840,840,7,L,Teal,Spring,31,2.6,Free Shipping,Yes,Yes,Debit Card
841,841,7,L,Teal,Summer,24,4.2,2-Day Shipping,Yes,Yes,PayPal
842,842,2,M,Beige,Summer,88,2.6,Store Pickup,Yes,Yes,PayPal
843,843,7,M,Violet,Spring,87,3.6,Express,Yes,Yes,PayPal
844,844,26,S,Beige,Summer,80,3.2,Express,Yes,Yes,PayPal
845,845,4,L,Purple,Winter,48,4.4,Express,Yes,Yes,Venmo
846,846,60,XL,Charcoal,Winter,21,3.7,Standard,Yes,Yes,Venmo
847,847,65,M,Pink,Spring,72,3.7,Express,Yes,Yes,Debit Card
848,848,26,L,Blue,Fall,44,4.1,Standard,Yes,Yes,PayPal
849,849,4,M,Lavender,Fall,73,3.6,Store Pickup,Yes,Yes,Credit Card
850,850,3,S,Charcoal,Spring,61,4.3,Express,Yes,Yes,PayPal
851,851,11,L,Turquoise,Winter,20,2.6,Store Pickup,Yes,Yes,Venmo
852,852,4,M,Red,Summer,86,2.9,Express,Yes,Yes,Debit Card
853,853,14,L,Yellow,Spring,60,4.2,Next Day Air,Yes,Yes,Debit Card
854,854,45,L,Orange,Winter,43,4,Free Shipping,Yes,Yes,Cash
855,855,20,L,Blue,Spring,44,4.3,Free Shipping,Yes,Yes,Venmo
856,856,46,L,Gold,Spring,76,3,2-Day Shipping,Yes,Yes,Credit Card
857,857,7,M,Gold,Summer,33,3.5,Express,Yes,Yes,Debit Card
858,858,8,L,Cyan,Fall,60,3,Standard,Yes,Yes,Debit Card
859,859,25,L,Olive,Fall,26,3.1,Free Shipping,Yes,Yes,PayPal
860,860,26,M,Teal,Winter,73,4,Next Day Air,Yes,Yes,Debit Card
861,861,11,M,Maroon,Spring,87,4.1,Standard,Yes,Yes,Cash
862,862,16,XL,Green,Spring,100,3.3,2-Day Shipping,Yes,Yes,Credit Card
863,863,9,M,Charcoal,Winter,84,4.9,Standard,Yes,Yes,PayPal
864,864,6,M,Cyan,Summer,41,3.9,Standard,Yes,Yes,PayPal
865,865,3,S,Charcoal,Winter,59,3.9,Next Day Air,Yes,Yes,PayPal
866,866,1,L,Charcoal,Winter,26,4.8,Store Pickup,Yes,Yes,Venmo
867,867,17,M,Lavender,Summer,69,2.7,Free Shipping,Yes,Yes,PayPal
868,868,25,M,Turquoise,Spring,20,3.1,Free Shipping,Yes,Yes,Bank Transfer
869,869,14,M,Green,Summer,83,3.2,Next Day Air,Yes,Yes,Credit Card
870,870,45,M,Silver,Spring,54,2.7,2-Day Shipping,Yes,Yes,PayPal
871,871,26,M,Blue,Fall,66,2.5,Standard,Yes,Yes,Bank Transfer
872,872,10,M,Charcoal,Spring,42,2.6,Next Day Air,Yes,Yes,Debit Card
873,873,3,M,Pink,Spring,33,2.9,Standard,Yes,Yes,Cash
874,874,65,M,Pink,Summer,77,4.2,Free Shipping,Yes,Yes,Venmo
875,875,25,M,Magenta,Fall,65,4.4,Free Shipping,Yes,Yes,Venmo
876,876,4,L,Gray,Summer,39,4.1,Free Shipping,Yes,Yes,Bank Transfer
877,877,60,L,Gray,Summer,51,3.8,2-Day Shipping,Yes,Yes,Debit Card
878,878,10,M,Orange,Winter,65,4.9,Next Day Air,Yes,Yes,Venmo
879,879,17,S,Black,Summer,89,4.9,Express,Yes,Yes,Debit Card
880,880,16,S,Lavender,Spring,76,4.1,Free Shipping,Yes,Yes,PayPal
881,881,57,L,Red,Spring,75,3.1,Express,Yes,Yes,Debit Card
882,882,4,M,Silver,Summer,61,2.7,Next Day Air,Yes,Yes,Venmo
883,883,65,M,Cyan,Fall,35,3.8,Next Day Air,Yes,Yes,Cash
884,884,6,S,Gold,Fall,37,4.3,Free Shipping,Yes,Yes,Bank Transfer
885,885,16,L,Yellow,Winter,91,4.1,Express,Yes,Yes,Bank Transfer
886,886,14,L,Purple,Fall,99,4.4,Free Shipping,Yes,Yes,Debit Card
887,887,8,S,Brown,Summer,54,3.6,Express,Yes,Yes,Bank Transfer
888,888,10,L,Turquoise,Winter,47,3.3,2-Day Shipping,Yes,Yes,PayPal
889,889,42,S,Gold,Spring,77,3.6,Express,Yes,Yes,Cash
890,890,60,S,Olive,Fall,84,2.8,Free Shipping,Yes,Yes,Venmo
891,891,75,S,Purple,Spring,51,4.3,2-Day Shipping,Yes,Yes,Credit Card
892,892,16,S,Lavender,Summer,26,3.9,Store Pickup,Yes,Yes,PayPal
893,893,8,L,Gray,Summer,64,2.7,Free Shipping,Yes,Yes,Debit Card
894,894,57,M,Red,Spring,51,4.7,Express,Yes,Yes,Venmo
895,895,26,L,Purple,Spring,60,3.8,Free Shipping,Yes,Yes,Debit Card
896,896,45,XL,Olive,Spring,69,4.7,Next Day Air,Yes,Yes,Debit Card
897,897,27,M,Lavender,Spring,29,4.7,Express,Yes,Yes,Cash
898,898,7,M,Gray,Spring,91,3.4,Express,Yes,Yes,Venmo
899,899,60,L,Red,Spring,70,3.5,2-Day Shipping,Yes,Yes,Bank Transfer
900,900,2,M,Peach,Summer,58,4,Standard,Yes,Yes,PayPal
901,901,45,L,Gray,Fall,98,3.3,Free Shipping,Yes,Yes,Bank Transfer
902,902,42,L,Violet,Summer,68,4.7,2-Day Shipping,Yes,Yes,Cash
903,903,45,M,Beige,Summer,44,2.8,Next Day Air,Yes,Yes,Cash
904,904,25,M,Blue,Winter,45,3.3,Express,Yes,Yes,PayPal
905,905,35,L,Magenta,Spring,99,2.9,Free Shipping,Yes,Yes,PayPal
906,906,14,S,Cyan,Spring,68,2.8,Standard,Yes,Yes,Venmo
907,907,20,M,Red,Spring,56,4.2,Standard,Yes,Yes,Debit Card
908,908,2,L,Cyan,Winter,43,4.4,Express,Yes,Yes,Credit Card
909,909,17,M,Turquoise,Winter,99,3.6,Free Shipping,Yes,Yes,PayPal
910,910,60,L,Silver,Fall,56,2.7,Express,Yes,Yes,PayPal
911,911,26,S,Pink,Spring,25,3.4,Express,Yes,Yes,Credit Card
912,912,20,M,Black,Winter,74,2.8,2-Day Shipping,Yes,Yes,Bank Transfer
913,913,26,M,Green,Winter,56,3.4,Next Day Air,Yes,Yes,Bank Transfer
914,914,6,M,Yellow,Fall,47,2.6,Next Day Air,Yes,Yes,Cash
915,915,14,L,Purple,Summer,67,4.1,Standard,Yes,Yes,Venmo
916,916,14,L,Purple,Winter,22,2.9,Store Pickup,Yes,Yes,Credit Card
917,917,3,S,Blue,Spring,34,2.7,Standard,Yes,Yes,Venmo
918,918,2,M,Maroon,Spring,64,3.7,Standard,Yes,Yes,Bank Transfer
919,919,8,M,Orange,Spring,42,4.3,2-Day Shipping,Yes,Yes,Cash
920,920,7,L,Green,Winter,82,2.6,2-Day Shipping,Yes,Yes,Debit Card
921,921,60,XL,Gold,Summer,81,4.3,Free Shipping,Yes,Yes,Cash
922,922,9,L,Silver,Summer,24,4.1,Express,Yes,Yes,PayPal
923,923,6,M,Cyan,Fall,60,4.2,Standard,Yes,Yes,Credit Card
924,924,7,M,Silver,Spring,24,4.2,2-Day Shipping,Yes,Yes,PayPal
925,925,46,XL,Beige,Winter,78,3.1,Standard,Yes,Yes,Cash
926,926,3,L,Teal,Winter,88,4.9,Express,Yes,Yes,Cash
927,927,3,XL,Green,Spring,63,4.4,Express,Yes,Yes,Cash
928,928,6,L,Black,Summer,78,4.4,Standard,Yes,Yes,Venmo
929,929,14,XL,Yellow,Winter,37,3.4,Store Pickup,Yes,Yes,Cash
930,930,65,M,White,Fall,94,4.5,2-Day Shipping,Yes,Yes,Debit Card
931,931,35,L,Green,Fall,78,4.5,Store Pickup,Yes,Yes,Credit Card
932,932,9,M,Silver,Winter,36,4.1,Standard,Yes,Yes,Bank Transfer
933,933,16,L,Blue,Winter,24,3.2,Standard,Yes,Yes,Debit Card
934,934,6,M,Magenta,Spring,84,2.7,Store Pickup,Yes,Yes,Debit Card
935,935,3,S,Yellow,Spring,47,3.7,Express,Yes,Yes,Bank Transfer
936,936,26,L,White,Fall,51,2.6,Store Pickup,Yes,Yes,Bank Transfer
937,937,11,M,Pink,Summer,84,2.7,Free Shipping,Yes,Yes,Cash
938,938,8,M,Magenta,Summer,24,2.7,Express,Yes,Yes,Venmo
939,939,1,S,Teal,Fall,97,4.8,Free Shipping,Yes,Yes,Debit Card
940,940,35,L,Indigo,Winter,89,4.8,Next Day Air,Yes,Yes,Credit Card
941,941,60,S,Maroon,Spring,44,2.6,Store Pickup,Yes,Yes,PayPal
942,942,10,L,Black,Winter,35,4.5,2-Day Shipping,Yes,Yes,PayPal
943,943,14,M,Cyan,Winter,91,3.2,Express,Yes,Yes,PayPal
944,944,45,L,Cyan,Winter,63,3.8,Next Day Air,Yes,Yes,Venmo
945,945,60,S,Gray,Spring,97,4.8,Express,Yes,Yes,Cash
946,946,65,M,Violet,Summer,38,4.1,Store Pickup,Yes,Yes,Venmo
947,947,9,XL,Blue,Spring,24,2.8,Next Day Air,Yes,Yes,PayPal
948,948,1,M,Charcoal,Winter,32,3.9,Store Pickup,Yes,Yes,Cash
949,949,45,L,Olive,Summer,90,4.9,Express,Yes,Yes,Venmo
950,950,3,M,Olive,Summer,36,3.4,Standard,Yes,Yes,Venmo
951,951,57,XL,Turquoise,Winter,37,4.1,Free Shipping,Yes,Yes,PayPal
952,952,14,M,Cyan,Summer,51,2.9,Express,Yes,Yes,Bank Transfer
953,953,45,S,Red,Fall,71,3.1,2-Day Shipping,Yes,Yes,PayPal
954,954,17,S,Cyan,Spring,50,3.6,2-Day Shipping,Yes,Yes,Venmo
955,955,45,S,Turquoise,Fall,74,3.5,Standard,Yes,Yes,Credit Card
956,956,14,L,Lavender,Summer,75,3.4,Free Shipping,Yes,Yes,PayPal
957,957,7,XL,Cyan,Spring,99,2.9,2-Day Shipping,Yes,Yes,Debit Card
958,958,42,XL,Violet,Spring,23,4.7,Store Pickup,Yes,Yes,Cash
959,959,6,XL,Beige,Winter,53,4.4,Free Shipping,Yes,Yes,Credit Card
960,960,16,M,Cyan,Spring,99,2.6,Standard,Yes,Yes,Cash
961,961,27,XL,Indigo,Spring,48,4.4,Standard,Yes,Yes,Venmo
962,962,65,L,Olive,Fall,72,3.7,Next Day Air,Yes,Yes,Debit Card
963,963,17,L,Green,Spring,64,4.4,Standard,Yes,Yes,Debit Card
964,964,65,L,Green,Spring,63,2.5,2-Day Shipping,Yes,Yes,Credit Card
965,965,4,M,Beige,Spring,51,2.6,Next Day Air,Yes,Yes,Venmo
966,966,65,L,Black,Spring,55,5,Store Pickup,Yes,Yes,Credit Card
967,967,14,M,Brown,Spring,55,4.9,Express,Yes,Yes,Cash
968,968,26,S,Silver,Summer,26,3.7,Store Pickup,Yes,Yes,Cash
969,969,8,L,Gray,Summer,67,3.1,Next Day Air,Yes,Yes,Bank Transfer
970,970,9,S,Pink,Fall,31,3.2,Express,Yes,Yes,PayPal
971,971,3,S,Maroon,Winter,66,4.4,Free Shipping,Yes,Yes,Cash
972,972,17,M,Cyan,Summer,67,4.3,Next Day Air,Yes,Yes,Credit Card
973,973,6,L,Gold,Winter,61,3,Standard,Yes,Yes,Credit Card
974,974,25,M,Teal,Fall,75,3.5,2-Day Shipping,Yes,Yes,Bank Transfer
975,975,16,M,Beige,Spring,90,3.6,2-Day Shipping,Yes,Yes,Bank Transfer
976,976,2,M,Olive,Summer,40,3.8,2-Day Shipping,Yes,Yes,Bank Transfer
977,977,35,M,Gray,Fall,90,3.6,Express,Yes,Yes,Credit Card
978,978,60,M,Black,Spring,20,4.6,Express,Yes,Yes,Cash
979,979,75,M,Turquoise,Summer,40,2.5,Standard,Yes,Yes,Credit Card
980,980,45,S,Brown,Fall,33,3.5,Store Pickup,Yes,Yes,Debit Card
981,981,65,S,Magenta,Spring,98,4,Free Shipping,Yes,Yes,PayPal
982,982,60,M,Silver,Spring,42,3.5,Next Day Air,Yes,Yes,Credit Card
983,983,9,S,Red,Summer,62,3.2,Standard,Yes,Yes,PayPal
984,984,45,L,Indigo,Winter,45,3.5,Free Shipping,Yes,Yes,Venmo
985,985,11,M,Green,Summer,78,3.4,Free Shipping,Yes,Yes,Credit Card
986,986,10,M,Gray,Fall,80,5,Express,Yes,Yes,Bank Transfer
987,987,42,S,Peach,Spring,96,4.5,Store Pickup,Yes,Yes,Bank Transfer
988,988,10,M,Charcoal,Summer,47,2.8,Express,Yes,Yes,PayPal
989,989,20,M,Orange,Winter,84,4.9,2-Day Shipping,Yes,Yes,PayPal
990,990,11,M,Beige,Spring,31,3.1,Store Pickup,Yes,Yes,Bank Transfer
991,991,17,S,Yellow,Spring,63,4.8,Store Pickup,Yes,Yes,Cash
992,992,8,XL,White,Spring,97,2.7,Standard,Yes,Yes,Bank Transfer
993,993,25,M,Gray,Winter,99,4.6,Express,Yes,Yes,Debit Card
994,994,4,M,Peach,Winter,90,4.4,Store Pickup,Yes,Yes,Cash
995,995,11,L,Violet,Fall,68,3.2,Express,Yes,Yes,Debit Card
996,996,27,M,Magenta,Spring,80,3,2-Day Shipping,Yes,Yes,Venmo
997,997,4,L,Maroon,Summer,91,4.9,Standard,Yes,Yes,Bank Transfer
998,998,20,M,Cyan,Spring,30,3.6,Express,Yes,Yes,Cash
999,999,11,M,White,Spring,90,3.8,Next Day Air,Yes,Yes,Bank Transfer
1000,1000,46,L,Brown,Spring,28,2.9,Standard,Yes,Yes,Debit Card
1001,1001,46,M,Red,Winter,46,3.9,Express,Yes,Yes,Bank Transfer
1002,1002,14,M,Orange,Fall,60,3.6,Standard,Yes,Yes,Debit Card
1003,1003,11,M,White,Spring,59,3.5,Store Pickup,Yes,Yes,Bank Transfer
1004,1004,45,M,Green,Fall,68,4,Store Pickup,Yes,Yes,Cash
1005,1005,57,M,Black,Summer,79,4.8,2-Day Shipping,Yes,Yes,Cash
1006,1006,57,M,Gold,Winter,94,3.9,Store Pickup,Yes,Yes,Debit Card
1007,1007,20,S,Lavender,Summer,83,4.5,Next Day Air,Yes,Yes,Venmo
1008,1008,75,XL,Turquoise,Spring,62,4.8,Standard,Yes,Yes,Credit Card
1009,1009,42,M,Pink,Spring,85,2.6,Store Pickup,Yes,Yes,PayPal
1010,1010,26,M,Silver,Summer,30,3.1,Express,Yes,Yes,Venmo
1011,1011,3,XL,Gray,Spring,24,4.7,2-Day Shipping,Yes,Yes,Credit Card
1012,1012,57,L,Indigo,Spring,25,2.9,Next Day Air,Yes,Yes,Debit Card
1013,1013,4,L,Teal,Summer,37,3.8,Express,Yes,Yes,Credit Card
1014,1014,60,XL,Green,Summer,69,3.8,2-Day Shipping,Yes,Yes,Venmo
1015,1015,11,M,Violet,Summer,97,3,Standard,Yes,Yes,Debit Card
1016,1016,75,M,Cyan,Summer,24,4.1,Standard,Yes,Yes,Cash
1017,1017,60,XL,Blue,Summer,30,3.4,Express,Yes,Yes,Bank Transfer
1018,1018,25,L,Orange,Fall,53,2.5,Express,Yes,Yes,Credit Card
1019,1019,14,XL,Charcoal,Spring,70,4.9,Next Day Air,Yes,Yes,Cash
1020,1020,7,S,Beige,Winter,76,2.8,Standard,Yes,Yes,Venmo
1021,1021,42,M,Black,Fall,95,4.5,Express,Yes,Yes,Debit Card
1022,1022,9,S,Lavender,Winter,51,4.9,2-Day Shipping,Yes,Yes,PayPal
1023,1023,10,M,Lavender,Winter,41,4.9,Store Pickup,Yes,Yes,Cash
1024,1024,17,S,Turquoise,Winter,71,3.5,Free Shipping,Yes,Yes,Bank Transfer
1025,1025,35,M,Purple,Summer,66,3.5,Free Shipping,Yes,Yes,Venmo
1026,1026,7,M,Olive,Winter,84,4.9,Free Shipping,Yes,Yes,Credit Card
1027,1027,10,L,Turquoise,Winter,95,3,Express,Yes,Yes,PayPal
1028,1028,27,L,Teal,Summer,90,2.8,Next Day Air,Yes,Yes,Cash
1029,1029,26,S,Lavender,Summer,36,3.7,Standard,Yes,Yes,Cash
1030,1030,75,M,Purple,Spring,22,3.6,2-Day Shipping,Yes,Yes,Venmo
1031,1031,9,L,Blue,Winter,89,3.3,Next Day Air,Yes,Yes,Debit Card
1032,1032,4,M,Teal,Spring,50,3.4,Free Shipping,Yes,Yes,Cash
1033,1033,65,M,Lavender,Fall,36,4,Free Shipping,Yes,Yes,Credit Card
1034,1034,20,S,Silver,Spring,52,4.6,Free Shipping,Yes,Yes,Bank Transfer
1035,1035,46,M,Olive,Fall,29,4.2,Next Day Air,Yes,Yes,Bank Transfer
1036,1036,1,M,Brown,Fall,89,2.8,Express,Yes,Yes,Venmo
1037,1037,10,M,Yellow,Fall,47,3.7,2-Day Shipping,Yes,Yes,Bank Transfer
1038,1038,27,XL,Brown,Spring,25,3.4,Standard,Yes,Yes,Debit Card
1039,1039,20,XL,Cyan,Fall,74,3,Express,Yes,Yes,Bank Transfer
1040,1040,60,M,Magenta,Fall,46,4.8,Standard,Yes,Yes,Venmo
1041,1041,3,S,Magenta,Fall,22,4,Next Day Air,Yes,Yes,Cash
1042,1042,7,M,Orange,Summer,25,4.9,Next Day Air,Yes,Yes,Cash
1043,1043,60,M,Maroon,Spring,80,4.9,Next Day Air,Yes,Yes,Credit Card
1044,1044,3,M,Green,Spring,76,3.3,2-Day Shipping,Yes,Yes,Debit Card
1045,1045,3,L,Teal,Summer,30,4.4,Next Day Air,Yes,Yes,Bank Transfer
1046,1046,2,L,Black,Fall,79,3.5,2-Day Shipping,Yes,Yes,PayPal
1047,1047,6,M,Magenta,Winter,22,4.2,Standard,Yes,Yes,Venmo
1048,1048,46,S,Olive,Fall,36,4.2,Standard,Yes,Yes,Credit Card
1049,1049,46,L,Yellow,Fall,77,2.7,Standard,Yes,Yes,Venmo
1050,1050,17,S,Purple,Fall,33,2.8,Store Pickup,Yes,Yes,Cash
1051,1051,6,M,Beige,Winter,64,3.8,Next Day Air,Yes,Yes,Venmo
1052,1052,46,M,Indigo,Fall,53,2.6,Free Shipping,Yes,Yes,PayPal
1053,1053,11,XL,Pink,Fall,36,3,2-Day Shipping,Yes,Yes,Credit Card
1054,1054,1,M,Blue,Spring,70,3.3,2-Day Shipping,Yes,Yes,Debit Card
1055,1055,8,L,Cyan,Winter,96,4.9,Express,Yes,Yes,PayPal
1056,1056,25,M,Orange,Spring,27,3.3,Next Day Air,Yes,Yes,Debit Card
1057,1057,2,L,Black,Winter,64,2.9,2-Day Shipping,Yes,Yes,Venmo
1058,1058,25,S,Maroon,Spring,23,4.4,2-Day Shipping,Yes,Yes,Credit Card
1059,1059,42,L,Violet,Summer,33,3.1,Next Day Air,Yes,Yes,Bank Transfer
1060,1060,25,M,Beige,Winter,34,2.5,Standard,Yes,Yes,Debit Card
1061,1061,2,S,Gray,Summer,35,2.6,Next Day Air,Yes,Yes,Debit Card
1062,1062,9,M,Gray,Summer,62,4.4,Free Shipping,Yes,Yes,Venmo
1063,1063,65,M,Brown,Fall,75,2.6,Next Day Air,Yes,Yes,Debit Card
1064,1064,26,S,Indigo,Summer,29,3.3,Free Shipping,Yes,Yes,Cash
1065,1065,45,M,Violet,Spring,28,3.5,Express,Yes,Yes,Credit Card
1066,1066,35,XL,Blue,Spring,20,4.1,Store Pickup,Yes,Yes,PayPal
1067,1067,9,M,Red,Winter,96,4,Store Pickup,Yes,Yes,PayPal
1068,1068,14,S,Peach,Summer,43,2.7,2-Day Shipping,Yes,Yes,PayPal
1069,1069,7,M,Olive,Fall,94,2.5,Standard,Yes,Yes,Credit Card
1070,1070,16,XL,White,Fall,81,4.3,Next Day Air,Yes,Yes,Venmo
